event,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant,prefix,split
PersonX meets the love of PersonX's life,[],[],"[""to get to know PersonX"", ""to schedule a date"", ""to flirt""]",[],[],[],"[""none""]",[],"[""to spend time with PersonY"", ""to imagine a future together"", ""to get married""]","[""meets"", ""love""]",tst
PersonX meets the love of PersonX's life,[],[],[],"[""affectionate"", ""passionate"", ""loving""]",[],[],[],[],[],"[""meets"", ""love""]",tst
PersonX meets the love of PersonX's life,[],[],[],"[""hopeful"", ""smitten""]",[],[],[],[],[],"[""meets"", ""love""]",tst
PersonX meets the love of PersonX's life,[],[],[],"[""lucky"", ""deserving""]",[],[],[],[],[],"[""meets"", ""love""]",tst
PersonX meets the love of PersonX's life,[],[],[],"[""admired"", ""beloved""]",[],[],[],[],[],"[""meets"", ""love""]",tst
PersonX asks PersonY's sister,[],"[""hurt"", ""betrayed""]",[],[],[],"[""to find something out"", ""to talk""]",[],"[""happy"", ""satisifed""]",[],"[""asks"", ""sister""]",tst
PersonX asks PersonY's sister,[],"[""happy to answer the question.""]",[],[],[],"[""to know about something.""]",[],"[""curious.""]",[],"[""asks"", ""sister""]",tst
PersonX asks PersonY's sister,"[""none""]",[],[],[],"[""learns something new"", ""gets what info they were looking for""]",[],[],[],[],"[""asks"", ""sister""]",tst
PersonX asks PersonY's sister,"[""Person Y's sister explains in detail"", ""Person Y's sister goes home.""]",[],[],[],"[""comes back home"", ""makes a phone call to person Y's sister""]",[],[],[],[],"[""asks"", ""sister""]",tst
PersonX asks PersonY's sister,[],[],"[""to go out"", ""to find their notes"", ""to get dressed up""]",[],[],[],"[""to ask PersonY's permission"", ""to get PersonY's sister's phone number""]",[],"[""to ask PersonY's sister to the dance"", ""to invite PersonY's sister out to the fair"", ""to borrow the homework notes from PersonY's sister""]","[""asks"", ""sister""]",tst
PersonX asks PersonY's sister,[],[],"[""give an answer"", ""ask a question as well""]",[],[],[],"[""decide a question to ask"", ""contact the person to ask""]",[],"[""receive a response"", ""have a conversation""]","[""asks"", ""sister""]",tst
PersonX asks PersonY's sister,[],[],[],"[""outgoing"", ""adventurous""]",[],[],[],[],[],"[""asks"", ""sister""]",tst
PersonX asks PersonY's sister,[],[],[],"[""inquisitive"", ""curious""]",[],[],[],[],[],"[""asks"", ""sister""]",tst
PersonX asks PersonY's sister,[],[],[],"[""curious"", ""interested""]",[],[],[],[],[],"[""asks"", ""sister""]",tst
PersonX pumps PersonY's gas,[],"[""none""]",[],[],[],"[""credit"", ""to be helpful"", ""to be noticed""]",[],"[""proud"", ""hopeful"", ""thoughtful""]",[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonY's gas,[],"[""happy that they didn't have to get out of the car""]",[],[],[],"[""to fill the tank for their road trip""]",[],"[""proud that he did his part""]",[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonY's gas,[],"[""happy"", ""thankful"", ""grateful""]",[],[],[],"[""to be helpful""]",[],"[""good about themselves""]",[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonY's gas,"[""PersonY waits for gas to be pumped"", ""PersonY pays PersonX""]",[],[],[],"[""tells PersonY when finished"", ""gets paid""]",[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonY's gas,"[""gives thanks"", ""pays for the gas""]",[],[],[],"[""receives thanks"", ""hangs the hose up""]",[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonY's gas,[],[],"[""thank person x for pumping gas"", ""drive car away""]",[],[],[],"[""pay for gas"", ""get gas handle out of gas pump""]",[],"[""close up lid"", ""get in car""]","[""pumps"", ""gas""]",tst
PersonX pumps PersonY's gas,[],[],"[""none""]",[],[],[],"[""to drive to the gas station"", ""to open the gas cap""]",[],"[""to fill up their tank"", ""to have enough gas for a trip""]","[""pumps"", ""gas""]",tst
PersonX pumps PersonY's gas,[],[],[],"[""helpful"", ""generous""]",[],[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonY's gas,[],[],[],"[""generous"", ""hard-working""]",[],[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX pumps PersonY's gas,[],[],[],"[""helpful"", ""nice""]",[],[],[],[],[],"[""pumps"", ""gas""]",tst
PersonX finds PersonX's car keys,[],"[""none""]",[],[],[],"[""none""]",[],"[""happy""]",[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,[],"[""none""]",[],[],[],"[""to go to the store"", ""to get in the house""]",[],"[""relieved"", ""happy""]",[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,[],"[""none""]",[],[],[],"[""to find things that are lost""]",[],"[""happy""]",[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,"[""none""]",[],[],[],"[""smiles"", ""is ready for work""]",[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,"[""none""]",[],[],[],"[""gets excited"", ""relaxes""]",[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,"[""none""]",[],[],[],"[""picks up keys"", ""drives""]",[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,[],[],"[""recognition for helping"", ""to get a reward for helping""]",[],[],[],"[""to locate last place they were in"", ""to narrow down possible locations""]",[],"[""help friend drive somewhere"", ""help friend get into their house""]","[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,[],[],"[""none""]",[],[],[],"[""to have left them somewhere"", ""to have lost them""]",[],"[""to jump up and down"", ""to laugh""]","[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,[],[],[],"[""capable"", ""thorough""]",[],[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,[],[],[],"[""resourceful"", ""active""]",[],[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonX's car keys,[],[],[],"[""useful"", ""handy""]",[],[],[],[],[],"[""finds"", ""car""]",tst
PersonX looks in PersonY's cupboard,[],"[""suspicious""]",[],[],[],"[""food""]",[],"[""happy""]",[],"[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,[],"[""grateful""]",[],[],[],"[""to find a snack"", ""to be helpful""]",[],"[""satisfied""]",[],"[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,[],"[""annoyed that their food has been taken""]",[],[],[],"[""to get some food""]",[],"[""happy that they found food""]",[],"[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,"[""none""]",[],[],[],"[""they sneeze from the dust"", ""their eyes widen in surprise""]",[],[],[],[],"[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,"[""none""]",[],[],[],"[""discovers what person y likes to eat"", ""discovers that person y is tidy""]",[],[],[],[],"[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,[],[],"[""offer assistance looking in the cupboard"", ""offer assistance in using the item""]",[],[],[],"[""to be at PersonY's house"", ""to ask permission"", ""to be looking for something""]",[],"[""move things around"", ""remove the item"", ""use the item"", ""put it back""]","[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,[],[],"[""yell at PersonX"", ""tell PersonX no""]",[],[],[],"[""open the door"", ""go to PersonY's house""]",[],"[""close the door"", ""eat a snack""]","[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,[],[],"[""for them to get something to eat"", ""to hang out and have fun""]",[],[],[],"[""to have permission"", ""to want to get something to eat""]",[],"[""to find something to eat"", ""to not be hungry""]","[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""to find the salt"", ""to use the flour""]","[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,[],[],[],"[""curious"", ""nosy""]",[],[],[],[],[],"[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,[],[],[],"[""curious"", ""skeptical""]",[],[],[],[],[],"[""looks"", ""cupboard""]",tst
PersonX looks in PersonY's cupboard,[],[],[],"[""curious"", ""intrusive""]",[],[],[],[],[],"[""looks"", ""cupboard""]",tst
PersonX finds PersonY's car keys,[],"[""none""]",[],[],[],"[""to get in the car"", ""to put the car keys where they go"", ""to drive somewhere""]",[],"[""anxious"", ""bored""]",[],"[""finds"", ""car""]",tst
PersonX finds PersonY's car keys,"[""gets work in time"", ""breathes sigh of relief""]",[],[],[],"[""is thanked"", ""gets pat on back""]",[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonY's car keys,"[""takes keys"", ""thanks person x""]",[],[],[],"[""gives back the keys"", ""is thanked""]",[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonY's car keys,"[""none""]",[],[],[],"[""PersonX holds onto PersonY's car keys for him"", ""no effect""]",[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonY's car keys,[],[],"[""to thank PersonX"", ""to drive PersonX""]",[],[],[],"[""to ask what PersonY is missing"", ""to look for PersonY's car keys""]",[],"[""to bring PersonY their car keys"", ""to get going with PersonY""]","[""finds"", ""car""]",tst
PersonX finds PersonY's car keys,[],[],"[""get them back"", ""thank them""]",[],[],[],"[""flashlight"", ""to get up""]",[],"[""to give them back"", ""let them know""]","[""finds"", ""car""]",tst
PersonX finds PersonY's car keys,[],[],"[""to thank him"", ""to express his gratitude""]",[],[],[],"[""to search for it"", ""to open his drawer""]",[],"[""to give it back to him"", ""to inform him""]","[""finds"", ""car""]",tst
PersonX finds PersonY's car keys,[],[],[],"[""observant"", ""tenacious""]",[],[],[],[],[],"[""finds"", ""car""]",tst
PersonX finds PersonY's car keys,[],[],[],"[""observant"", ""determined"", ""helpful""]",[],[],[],[],[],"[""finds"", ""car""]",tst
PersonX loves PersonX's dog,[],"[""none""]",[],[],[],"[""to be a good owner""]",[],"[""affectionate""]",[],"[""loves"", ""dog""]",tst
PersonX loves PersonX's dog,[],"[""none""]",[],[],[],"[""to be in love with it""]",[],"[""happy""]",[],"[""loves"", ""dog""]",tst
PersonX loves PersonX's dog,"[""none""]",[],[],[],"[""he want get a dog"", ""want to feed a dog"", ""he jalouse for another"", ""he interested a pets""]",[],[],[],[],"[""loves"", ""dog""]",tst
PersonX loves PersonX's dog,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""loves"", ""dog""]",tst
PersonX loves PersonX's dog,[],[],"[""none""]",[],[],[],"[""to adopt a dog"", ""to develop a bond with it""]",[],"[""give it treats"", ""to take it for a walk""]","[""loves"", ""dog""]",tst
PersonX loves PersonX's dog,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""companionship"", ""give it a bone""]","[""loves"", ""dog""]",tst
PersonX loves PersonX's dog,[],[],[],"[""kind"", ""loving""]",[],[],[],[],[],"[""loves"", ""dog""]",tst
PersonX loves PersonX's dog,[],[],[],"[""loving"", ""friendly""]",[],[],[],[],[],"[""loves"", ""dog""]",tst
PersonX loves PersonX's dog,[],[],[],"[""animal lover"", ""caring""]",[],[],[],[],[],"[""loves"", ""dog""]",tst
PersonX puts PersonY's phone,[],"[""grateful""]",[],[],[],"[""to keep the phone safe""]",[],"[""satisfied""]",[],"[""puts"", ""phone""]",tst
PersonX puts PersonY's phone,"[""none""]",[],[],[],"[""yelled at"", ""accused of stealing""]",[],[],[],[],"[""puts"", ""phone""]",tst
PersonX puts PersonY's phone,"[""Person Y picks up the phone"", ""Person Y says thank you""]",[],[],[],"[""none""]",[],[],[],[],"[""puts"", ""phone""]",tst
PersonX puts PersonY's phone,"[""person Y blocks calls"", ""person Y hangs up phone""]",[],[],[],"[""calls person Y fast"", ""texts person Y""]",[],[],[],[],"[""puts"", ""phone""]",tst
PersonX puts PersonY's phone,[],[],"[""none""]",[],[],[],"[""to walk"", ""get up""]",[],"[""stop the alarm"", ""turn it off""]","[""puts"", ""phone""]",tst
PersonX puts PersonY's phone,[],[],"[""none""]",[],[],[],"[""see the phone"", ""take the phone""]",[],"[""puts the phone on to the table"", ""give it to PersonY""]","[""puts"", ""phone""]",tst
PersonX puts PersonY's phone,[],[],"[""to take their phone back."", ""to change the password.""]",[],[],[],"[""to be at PersonY's home."", ""to know PersonY's passcode.""]",[],"[""to spy."", ""to read the messages.""]","[""puts"", ""phone""]",tst
PersonX puts PersonY's phone,[],[],[],"[""helpful"", ""considerate""]",[],[],[],[],[],"[""puts"", ""phone""]",tst
PersonX puts PersonY's phone,[],[],[],"[""in need"", ""poor""]",[],[],[],[],[],"[""puts"", ""phone""]",tst
PersonX puts PersonY's phone,[],[],[],"[""helpful"", ""capable""]",[],[],[],[],[],"[""puts"", ""phone""]",tst
PersonX lands on PersonX's leg,[],"[""sorry"", ""hurt"", ""clumsy""]",[],[],[],"[""none""]",[],"[""hurt"", ""surprised"", ""mad""]",[],"[""lands"", ""leg""]",tst
PersonX lands on PersonX's leg,[],"[""none""]",[],[],[],"[""none""]",[],"[""pain""]",[],"[""lands"", ""leg""]",tst
PersonX lands on PersonX's leg,"[""none""]",[],[],[],"[""GET CONSEQUENTLY""]",[],[],[],[],"[""lands"", ""leg""]",tst
PersonX lands on PersonX's leg,"[""none""]",[],[],[],"[""feels pain"", ""breaks leg""]",[],[],[],[],"[""lands"", ""leg""]",tst
PersonX lands on PersonX's leg,[],[],"[""none""]",[],[],[],"[""to jump up and down"", ""to fall down"", ""to be a gymnast""]",[],"[""to feel like they are superhero"", ""to feel proud as they scored good marks"", ""to raise their hands""]","[""lands"", ""leg""]",tst
PersonX lands on PersonX's leg,[],[],"[""none""]",[],[],[],"[""none""]",[],"[""To go for a walk"", ""To do exercise""]","[""lands"", ""leg""]",tst
PersonX lands on PersonX's leg,[],[],[],"[""Careless"", ""Clumsy""]",[],[],[],[],[],"[""lands"", ""leg""]",tst
PersonX lands on PersonX's leg,[],[],[],"[""Daring"", ""Athletic""]",[],[],[],[],[],"[""lands"", ""leg""]",tst
PersonX is on PersonY's school 's basketball team,[],"[""great""]",[],[],[],"[""none""]",[],"[""great""]",[],"[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,[],"[""happy to have them""]",[],[],[],"[""to be a part of it""]",[],"[""happy""]",[],"[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,[],"[""happy""]",[],[],[],"[""to be a basket ball player""]",[],"[""happy""]",[],"[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,"[""Plays with him"", ""Goes against each other""]",[],[],[],"[""Practices"", ""Throw the ball in the hoop""]",[],[],[],[],"[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,"[""none""]",[],[],[],"[""is well practiced"", ""plays at school's basketball team""]",[],[],[],[],"[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,[],[],"[""to hang out with x"", ""to compliment x""]",[],[],[],"[""to practice"", ""to try out for the team""]",[],"[""to win games"", ""to obtain popularity""]","[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,[],[],"[""to encourage PersonX"", ""to practice with PersonX""]",[],[],[],"[""to try out for the team"", ""to practice skills""]",[],"[""to keep practicing"", ""to compete in games""]","[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,[],[],"[""practice"", ""win games""]",[],[],[],"[""try out for the team"", ""be selected for the team""]",[],"[""attend practice"", ""play in a game""]","[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,[],[],[],"[""athletic"", ""competitive""]",[],[],[],[],[],"[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,[],[],[],"[""athletic"", ""strong""]",[],[],[],[],[],"[""school"", ""basketball""]",tst
PersonX is on PersonY's school 's basketball team,[],[],[],"[""competitive"", ""athletic""]",[],[],[],[],[],"[""school"", ""basketball""]",tst
PersonX puts PersonX's phone,[],"[""none""]",[],[],[],"[""to get it charged""]",[],"[""good""]",[],"[""puts"", ""phone""]",tst
PersonX puts PersonX's phone,"[""none""]",[],[],[],"[""checks voice mail"", ""returns calls""]",[],[],[],[],"[""puts"", ""phone""]",tst
PersonX puts PersonX's phone,"[""none""]",[],[],[],"[""none""]",[],[],[],[],"[""puts"", ""phone""]",tst
PersonX puts PersonX's phone,[],[],"[""none""]",[],[],[],"[""to hold the phone"", ""to disconnect the phone"", ""to put the phone to sleep""]",[],"[""to look for their phone"", ""to wash dishes""]","[""puts"", ""phone""]",tst
PersonX puts PersonX's phone,[],[],"[""none""]",[],[],[],"[""take a phone"", ""dial the number""]",[],"[""start talking"", ""discuss on some topic""]","[""puts"", ""phone""]",tst
PersonX puts PersonX's phone,[],[],[],"[""careful"", ""cautious""]",[],[],[],[],[],"[""puts"", ""phone""]",tst
PersonX puts PersonX's phone,[],[],[],"[""thoughtless"", ""moody""]",[],[],[],[],[],"[""puts"", ""phone""]",tst
PersonX improves PersonX's sales,[],"[""none""]",[],[],[],"[""to make more money""]",[],"[""accomplished""]",[],"[""improves"", ""sales""]",tst
PersonX improves PersonX's sales,[],"[""proud"", ""hopeful"", ""happy""]",[],[],[],"[""to be successful at work"", ""to earn more money""]",[],"[""accomplished"", ""proud"", ""happy""]",[],"[""improves"", ""sales""]",tst
PersonX improves PersonX's sales,[],"[""none""]",[],[],[],"[""a large bonus"", ""to be the best""]",[],"[""successful""]",[],"[""improves"", ""sales""]",tst
