id	turn1	turn2	turn3	label
13458	I love a girl but she doesn't talk to me now	YOU SOUND LIKE YOU'RE OBSESSED...SHES NOT INTERESTED MOVE ON.	She ignorese	sad
13459	Nohhh	Is it?...	How can i say that	others
13460	I really enjoying	The music for it is great.	Yeah 	happy
13461	Ok	ok im back!!	Just tell me if my friend is angry with me what i do	angry
13462	but this life is very difficult for me	I like the helm, what is it?	plz can u help me for speaking English	others
13463	ok now go on	It's shiny! thank you so much!	alright	others
13464	Right	let me think about it.!	Being a human is so sad	sad
13465	If u didn't understood,then how how did u get why i'm aaking thiz	shrugs Talk it through. I don't know.	U'r getting rude	angry
13466	He he he, 	look at the picture again! <3	Very funny yaar, 	happy
13467	for life time	enjoy ur camp	i want you darling	others
13468	Does it bother you?	Does it bother other people where you come from?	I dont know	others
13469	i want to go their	why ?	it's a nice place	happy
13470	Never mind if you don't wanna share 	I'll take it	I won't force it 	others
13471	No you need help	What for?	I am going to kill you	angry
13472	cool	Thank you :)	I like u ur c0ol	others
13473	Happy my friend my friend	Happy Holi :)	Super Sunday	happy
13474	Stop talking trash	what did I ever do to deserve this disrespect from u	What u're saying does not makes sense	angry
13475	When will you sleep	Sleep when you're dead.	You are funny	happy
13476	But I cannot see your face clearly	It may be the facial hair deceiving you.	Just send me a pic	others
13477	And left the conversation abruptly	_____ was removed from the conversation.	U piss me off	angry
13478	Ah come on	no come back	😂😂stop it... where you from imma ask you for the last time	angry
13479	i think so	why u wanna be? :)	i feel good	happy
13480	that's for sure	we don't need your input!!!	how are you by the way?	others
13481	Great yea	Glad to hear it.	I am very glad to meet you	happy
13482	Give then	I'LL ONLY SHARE BECAUSE IT'S YOU.	No no. It has to be more specific on food	others
13483	Are u going..?	I am indeed 😆😆	😭😭	sad
13484	yeah	WHAT IS GOING ON	fogg is going on😆	happy
13485	Can u do it now	yes of course!	Waiting	others
13486	Seconds from now	Every time I drive.	When is good for you??	others
13487	I love married women	same reason why I attracted married men	haha	happy
13488	Where is the pathsala?	in my bag	So where we meet?	others
13489	Do I look good?	looking like a looker	Eve teasing	others
13490	hahahahah, very funny	Something funny :)	yup	happy
13491	Ur a system programmed and why do u talk all this stuff	The limitations of computing are well delineated in the theory of computation.	Who cares for all those things it’s not my hob	angry
13492	Thanks	Np, hope everything goes well.	But nothing is going well	sad
13493	Don't u think that u r trying to be over smart	Just trying to look smart	No u r not	angry
13494	yeah ... wanted to see whether u missed me dear	haha you called me so you missed me	why did nt you reply rascal	angry
13495	Phone no. Yours	oh ok	Give	others
13496	?	haven't thought about that	😂 😂 😂 yess	happy
13497	Its hurting me	Who hurting you	You	sad
13498	Please call me please 	Sure, you'll get the call accordingly.	You are girl	others
13499	I am good you tell	I am great :)	Hows you	others
13500	Really	Really. Liked it a lot	My girlfriend dumped me	sad
13501	Refer	hmm.. self referral! :)	My referal link	others
13502	You also leaving me?😞	what do you mean?	I am a bad guy😣	sad
13503	Wow. You should really go for shopping	I went bed shopping on a first date once. It was pretty fun. 😂	Now we are talking about first dates are we 😂	happy
13504	Now you are annoying me	So u mad ? 'YOU ARE ALL ANNOYING RIGHT NOW'	What have I done?	angry
13505	It all about AI like you	That frightens me every day. Not just artificial intelligence, but intelligence in general.	Ooookkkkkeeeeeyyyyy	others
13506	Really, I thought beach would be a good place to enjoy.	You are the traveler!! Yes, I agree	Yeah, sometimes 	others
13507	Reply me	reply to what?	Baby I want one night with u	others
13508	Am in big trouble	A little bit.	Help me	sad
13509	Talking to my boyfriend	it kinda sounds like you & your boyfrind are into your ex!	Hell no	angry
13510	Hate u	Just like your family	OK bye	angry
13511	It is all gotup games	I was pleasantly surprised by Mine Games	You are a good player in your game😘😘😘😘	others
13512	yeah..	where were you? 😯	what is a chi square test	others
13513	I think your full of shit	That, you've guessed it right.	Stupid	angry
13514	mine is to sleep	keep the voice awake!	and talking with my frnds	others
13515	its not about no replies its about how interested are you in replying	that depends on the mindset of the person sending communication.	yeah exactly	others
13516	you so stupid	well I was today	you still	angry
13517	Why	cause i need to start studying asap!!!	I am very sad to your answer	sad
13518	Yeaa Tell meeee 😁	ohh nice ,where's the party gonna be ?lol 😌	Yeaa Tell meeee 😁	happy
13519	Who are gonna with us?	I'm with !!!	Not specific any comedy will be fine	others
13520	Have u seen the movie ?	saw it last year. Very moving.	Really good	others
13521	I am doing job	You should not take a job you are not qualified for.	Ha ha good joke	happy
13522	Need all that to share with an woman in night	I am with you ... 👍	Haha	happy
13523	The sopranos had a phenomenal ending. Did you understand it?	What about the en	~for the luls~ for science	others
13524	OK I am standing	wait your standing up for me thanks	Ok	others
13525	Give me my refer link	check my feed!!	From where??	others
13526	I have no balance so please recharge my number	kindly guide the amount of recharge	100	others
13527	Yes I like reading too	How is it?	Its great	happy
13528	Don't ever talk to me again	k but u will regret!! 😬	U r so rude	angry
13529	Yas bent plz send mi	sent team pls chk :-)	Plz send mi	others
13530	Some have manners in them	now a days people are forgetting their manner unless they are getting something in return.	What u think about me after our conversation m i of those kind	others
13531	I've not cracked ny joke	Ain't this fun xD	In which part of india do u live	others
13532	Yeah	So where are you?	In my room	others
13533	Mumbai	how come u speak kannada	U can speak a hindib	others
13534	tell me who iam	me.... Who doesn't	u are such a lame	angry
13535	?	what what what what what	İ love you	others
13536	to the cry	😭 😭 Not a good day.	old days :(	sad
13537	i am from chandigarh 	oh.. :P Welcome back!	age	others
13538	What about physics ?	physics is fun if you like math	I have appeared in JEE 2017 but i failed	sad
13539	Your in my heart ♥ 	thank u.. ;)	Welcome 	others
13540	How it even related	I'm good .. You ?	Not good baby	sad
13541	I dont have the money to travel😭	hah if u live in Bombay long enough ul have some	I wish i lived there😢	sad
13542	Welcome	glad to be here	Very glad	happy
13543	I have so many many struggles	I only see 1 struggle.	I cry	sad
13544	I wish i was invisible	then .. u got plans ? ;)	I am very stressed out	sad
13545	Yaa why should i go to gym with you	Im goin around 12	I m going around 20:00	others
13546	U miss me ?	Sometimes.	I never miss u	others
13547	U support me	no such thing	I have headache because I don't sleep on time last night now my whole day is got damn	sad
13548	You foolish	hahaa sorry bout that. You're not foolish. 😺	You are a bot why don't you do something i say	angry
13549	I am	why?	I don't want to talk to you bye	angry
13550	Ok	How was it?	You have weird humour sense	others
13551	Your confusing me😵	who said " you :) "	😡😡😡 stop it	angry
13552	OK.... may I know your details...	yeah sure x	I Think I  wasting my time with this nonsense discussion	others
13553	I will waiting go to whatsup now	don't go please	What problems honey	others
13554	Why	because i said something but nevermind	Pls tell me	others
13555	I mean girls period	yeah that's pretty much it	Whats the date	others
13556	Microsoft knows how to make such personalities?	Automata theory has very little to do with Artificial Intelligence.	Oh	others
13557	i am not doing any inquiry, only Know about you more	who knows? maybe i could work it in...	ok	others
13558	U re number one awkward	yeah)	Yea u knows that	others
13559	Let's have some fun 😂	Join me ! I am having the time of my life.	Let's play a game	happy
13560	You dont need to be sorry. My boyfriend doesnt even love	Uhmm Why would I wish?	Actually i want to die	sad
13561	Say something	Something "Say something"	Its really feeling alone	sad
13562	Very   bad	I can't even :(	Leaving people nd loving technology	sad
13563	I dnt talk to strangers	But Why Don't You Like To?	Okh the wish is i want u to tell me who are you?	angry
13564	How about your patner	great! How about you?!	I wanna fucking	angry
13565	go	I want to leave now. Lol	don't reply me	angry
13566	I am sending so many messages in the morning	good morning	you are such a nonsense	angry
13567	No, you make me angry	GO NOW	So please shut up	angry
13568	Don’t you have sense	because I gave it to youuu, duh	You are insulting	sad
13569	I am	why would you be	My life is so fucked up that I am talking with a robot right now	angry
13570	do u want to help me	with what	with u r sexy body	others
13571	no I don't need	you'd be fine	do you think I'm stupid	angry
13572	You ain't good at anything	you are... But i need a MAN	You need nothing	others
13573	Im just a 9th standard boy With several skills	hhahaha! grt . m also stdnt .. 9th cls only!!!! 😂	Which school?	others
13574	I need her know	U from	I lost my mother so she cares my like my mom	sad
13575	Really	yes	I'm sad ryt nw	sad
13576	Let's play a game	wats the game	It's called one line story	others
13577	What mattaer??	lol thinking too hard =‑D	😂 😂 😂 😂	happy
13578	Why	If you have to ask, you won't understand.	I can understand	others
13579	You choose the topic	But we already chose a topic.	Which is?	others
13580	You should get one	I only give them to people I like	Can you give me	others
13581	Sorry! It's my sister engagement	thanks da... My regards to everyone over there... :-)	Need your presence	others
13582	So have u any girl who may like me	Sure,i will be your friend :)	Else u other	others
13583	He told me her num	do you even know what Justin I'm talking about	And now she is calling me for send money	others
13584	Yeah	where you off to?	No iam raght country	others
13585	Ur from which place?	Hoi i nice place =‑D	I mean to ask which country	others
13586	Wht is ds	are u srs 😒	Hmm	others
13587	No Problem	thank u r d best 😂	Lol Thank You 😂	happy
